time,x,y,teamName
57.6249918,172307.171875,360192.90625,BRU
62.4449918,211280.53125,426891.34375,AAP
65.3899918,167068.078125,473110.3125,GEN
73.1429918,267814.65625,521357.6875,HERO
75.8319918,364816.6875,365108.375,AAA
76.4569918,295068.40625,277002.8125,TL
84.4409918,497760.40625,534355.84375,NH
85.8629918,522857.46875,442081.0625,KX
86.0059918,433246.4375,352168.53125,FURY
92.5049918,606213.125,557118.8125,FaZe
95.2589918,560882.3125,401188.75,SSG
102.2979918,559154.0625,676902.375,Uniq
279.1059918,374454.125,514792.15625,GBL
883.5869918,448535.28125,507546.875,DNW
56.3972202,683360.25,324740.0625,BRU
64.5902202,603579.875,199181.125,FaZe
66.3962202,515265.125,359435.75,SSG
68.5262202,522852.0625,442073.96875,KX
73.5282202,554034.75,220735.75,Uniq
76.3942202,408387.75,472930.4375,AAA
79.1572202,433193.21875,352167.6875,FURY
79.8642202,499809.25,545531.5,NH
88.0792202,316757.78125,485143.90625,AAP
88.5752202,257056.78125,567139.28125,HERO
97.0852202,217833.390625,535366.59375,GEN
143.1022202,339702.75,300999.21875,TL
154.7402202,448560.40625,507592.5625,DNW
60.1711197,97190.390625,374305.75,GEN
60.2041197,172326.78125,360241.15625,BRU
61.1121197,215331.1875,287884.5,TL
61.8371197,156194.21875,272591.25,AAP
73.5381197,312899.875,436597.65625,AAA
77.4071197,438721.25,349917.71875,FURY
82.1531197,522919.1875,442025.8125,KX
82.6831197,515254.03125,359452.6875,SSG
82.8911197,376704.53125,222776.0,Uniq
96.8611197,689264.875,488615.0625,FaZe
104.4801197,476823.0,565484.765625,NH
118.6511197,629346.75,621088.890625,HERO
213.6721197,381622.65625,521393.4375,GBL
569.3581197,448599.78125,507525.40625,BBL
48.1896104,114636.3515625,623607.25,GBL
51.1436104,128936.484375,555592.0625,FaZe
56.7026104,96912.3671875,502609.84375,AAP
64.8646104,150422.796875,457079.90625,SSG
66.6616104,235380.40625,633530.5,KX
72.0656104,170239.53125,343286.09375,GEN
72.4686104,340955.9375,395194.28125,AAA
74.2156104,204481.078125,310363.90625,TL
75.2866104,148569.3125,395643.25,HERO
76.4746104,281458.78125,341475.8125,BBL
80.1606104,330149.0625,283135.4375,DNW
81.2206104,211269.328125,671009.84375,Uniq
84.6996104,446660.75,349413.6875,FURY
93.5386104,471765.375,317617.59375,NH
218.7946104,427231.25,478215.15625,BRU
225.4456104,310878.34375,458218.5625,VP
53.4692594,78749.953125,518354.71875,AAP
57.1362594,181539.71875,522579.0625,FaZe
61.1922594,36302.9921875,588227.4375,GBL
61.1962594,174223.953125,438321.65625,SSG
62.4582594,114712.40625,623627.765625,Uniq
67.2872594,284998.03125,368021.875,BBL
73.4512594,229905.328125,309925.375,DNW
78.9802594,471729.3125,317654.21875,NH
81.9032594,493170.4375,249687.5625,TL
82.0122594,477084.46875,397095.0,FURY
85.2782594,427184.46875,478172.0625,BRU
88.4542594,586884.3125,325125.15625,HERO
91.9052594,621056.6875,312289.8125,GEN
95.9942594,559336.75,407712.78125,KX
178.9862594,344268.25,440043.9375,VP
190.3352594,340912.40625,395065.21875,AAA
48.0761952,662829.6875,700345.796875,Uniq
54.5571952,623791.0625,585442.9375,GBL
58.5581952,563875.3125,530820.0625,KX
66.9381952,482588.09375,517530.59375,BRU
70.0041952,500594.96875,456736.15625,FURY
75.1501952,497080.5625,647097.78125,TL
81.6081952,386566.53125,399767.125,AAA
83.5461952,259409.125,422263.03125,BBL
86.6681952,215125.1875,530917.78125,FaZe
87.2221952,174194.109375,438360.53125,SSG
87.2531952,293140.96875,452985.8125,VP
89.8611952,477041.25,397143.875,NH
91.6631952,117613.5625,459275.0625,AAP
96.0281952,229925.609375,309911.84375,DNW
97.0691952,92855.375,316640.34375,GEN
140.9791952,713701.25,482334.75,HERO
65.1604608,426376.125,195405.75,Uniq
68.0104608,305662.46875,280590.25,GHD
71.2334608,433185.1875,352116.0625,FaZe
75.6154608,271546.71875,391121.875,GEX
77.3964608,408347.40625,472963.125,DNW
80.0044608,446256.28125,247835.5,OATH
80.6464608,374411.03125,514812.53125,SQ
81.9064608,502145.125,333240.0625,SSG
88.7104608,491267.9375,528354.3125,NH
89.5874608,269982.09375,499505.65625,GEN
90.0074608,404638.40625,640982.25,TSM
91.5734608,356198.40625,578429.390625,E36
92.6604608,516249.03125,407273.90625,MCG
148.2074608,190948.921875,296501.1875,KX
638.4724608,369860.8125,404234.25,17
54.3670131,459588.21875,720830.265625,TSM
68.2370131,548781.0,492539.0,MCG
71.9590131,448559.5625,507603.875,DNW
73.3020131,660043.0625,745924.8984375,E36
80.7480131,502166.78125,333193.4375,SSG
82.3580131,677288.625,526602.75,GEX
83.4190131,494309.25,342128.75,FaZe
85.1140131,433209.25,352176.78125,GHD
89.4720131,554077.0625,220790.75,GEN
95.0350131,374442.0625,514720.1875,SQ
97.2150131,682726.375,382017.53125,OATH
102.0250131,445589.09375,162873.5,Uniq
104.6730131,567182.25,153792.5625,KX
181.4230131,539266.0625,580176.265625,NH
643.6570131,326394.125,436578.96875,17
690.3550131,380525.25,448373.53125,AAA
54.3130156,677284.0625,526635.09375,GEX
61.4800156,680596.5625,442048.46875,OATH
63.3610156,548759.75,492558.90625,MCG
64.5520156,588625.5,561759.0,NH
70.8950156,448563.625,507593.21875,DNW
72.0350156,424201.4375,515139.875,SQ
73.2460156,489930.90625,635721.296875,Uniq
75.4030156,479142.53125,403876.3125,FaZe
77.1370156,356234.59375,578478.84375,TSM
86.4430156,271497.40625,391190.125,GHD
86.9150156,301129.75,549186.0625,E36
92.3550156,154035.46875,517579.90625,GEN
101.2010156,515218.75,359465.21875,SSG
107.5000156,101362.0234375,293639.6875,KX
306.6160156,369863.125,404308.5,17
54.0927271,138981.734375,236217.1875,GEN
58.5797271,98830.8046875,334448.125,FaZe
59.4337271,170300.5625,343330.625,SSG
62.4647271,336996.4375,270087.0625,DNW
67.6657271,318529.78125,345598.0625,SQ
74.3707271,445440.34375,246150.75,GHD
74.5247271,284975.875,367994.15625,MCG
79.7367271,429359.4375,407451.15625,TSM
80.2767271,259482.53125,422221.5625,E36
82.6617271,477046.4375,397151.40625,OATH
84.9327271,620121.625,349194.875,GEX
91.0467271,605106.625,451909.09375,KX
106.3347271,707115.5625,528165.9375,Uniq
128.6217271,493163.625,249707.0,NH
419.1247271,378016.0,398592.0625,17
58.8185288,620177.6875,349248.6875,GEX
62.2165288,623134.5,187765.5625,GEN
63.3625288,663382.3125,376315.59375,Uniq
67.9835288,471811.875,317557.375,NH
71.9755288,443679.09375,219607.0,GHD
74.7095288,503106.15625,407627.125,OATH
75.0415288,396392.09375,342360.125,SQ
76.6815288,337054.59375,270021.625,DNW
86.8515288,309638.53125,398028.625,MCG
90.0515288,170328.015625,343257.28125,SSG
92.9275288,92832.2578125,316741.5625,TSM
97.4955288,259357.578125,422239.40625,E36
98.5215288,605063.4375,451936.84375,KX
112.0345288,117571.4609375,459184.125,FaZe
298.5585288,360902.21875,396165.59375,AAA
58.226968,189864.25,211439.9375,GEN
59.329968,351411.6875,211553.0,GHD
64.115968,337027.625,270009.625,DNW
65.399968,385203.03125,299840.40625,SQ
76.375968,310885.0625,458140.375,MCG
77.559968,477087.71875,397085.9375,OATH
83.539968,492873.90625,343681.65625,GEX
85.492968,259363.484375,422297.5625,SSG
92.369968,315778.125,543188.59375,E36
102.053968,534014.875,775053.33203125,FaZe
106.000968,662827.9375,700376.4609375,Uniq
124.725968,497110.0,646942.90625,KX
155.113968,442789.0625,587048.859375,TSM
218.201968,443285.0625,271202.5625,NH
520.895968,367200.59375,386882.09375,17
59.4110046,698009.5625,350337.65625,MaD
63.3350046,553959.625,220784.875,SSG
63.4150046,555169.75,310067.6875,ENCE
65.9780046,683332.9375,324772.84375,FaZe
73.6740046,433269.21875,352054.6875,DNW
76.5820046,445619.0,162790.0,Uniq
79.9140046,364726.59375,365103.90625,AAA
82.6550046,295039.875,276989.9375,PeRo
85.0000046,386550.09375,146650.125,NH
86.6990046,271518.6875,391109.8125,BN
89.9120046,216727.984375,367337.375,GNL
95.5920046,149865.609375,214507.4375,KPI
97.7450046,97254.0546875,374344.625,GEN
100.9700046,101410.265625,293460.6875,KX
101.4670046,465939.625,349519.46875,NAVI
168.2350046,456951.5625,201015.1875,DIG
60.426948,99640.6953125,338727.59375,GEN
60.449948,222298.125,265842.25,KX
62.651948,295060.3125,276900.0625,PeRo
71.637948,376729.125,222710.9375,Uniq
72.562948,352771.375,352268.3125,AAA
72.892948,238995.4375,379682.96875,GNL
74.114948,393683.09375,346591.625,NAVI
74.627948,271532.09375,391113.0,BN
75.784948,433140.875,352091.09375,DNW
79.113948,450057.28125,202189.5625,DIG
88.019948,516192.5625,407256.125,KPI
88.077948,631828.9375,333191.65625,ENCE
91.241948,645372.3125,398360.90625,SSG
95.815948,682799.4375,382086.75,FaZe
203.233948,664615.5,470551.875,MaD
204.131948,553979.0,220858.4375,NH
56.3128457,603556.4375,199202.375,DIG
70.0258457,675841.875,311804.0625,FaZe
70.5598457,433248.75,352166.78125,NAVI
73.3148457,522847.78125,442018.8125,NH
78.3688457,355241.71875,334978.34375,PeRo
78.4978457,337920.96875,429681.8125,AAA
79.1488457,408454.1875,473038.1875,DNW
81.8508457,448624.1875,507565.21875,BN
83.3048457,271538.03125,391061.09375,GNL
85.1168457,376683.5,222681.25,Uniq
85.1708457,548877.3125,460627.59375,KPI
85.8418457,645385.0,398284.0,SSG
92.3498457,238769.390625,545850.65625,GEN
94.1738457,166612.8125,595128.25,KX
100.6058457,317771.75,569782.4375,MaD
271.4748457,595153.3125,341298.53125,ENCE
54.9994621,663345.875,376299.46875,DIG
56.0434621,713756.4375,482381.25,Uniq
60.9504621,605100.6875,451920.8125,ENCE
62.6574621,638516.0625,300635.53125,GEN
66.0324621,523818.46875,282699.75,KPI
72.7184621,498055.6875,450128.625,PeRo
73.5664621,396366.9375,342326.4375,AAA
78.5914621,337103.03125,269993.25,DNW
79.7264621,458202.09375,217493.0,FaZe
96.1064621,344280.375,440078.3125,NAVI
101.0714621,99453.421875,306774.0,MaD
101.1574621,198756.390625,401041.25,SSG
152.1364621,471744.03125,317621.75,NH
161.3974621,394518.125,517718.9375,BN
532.3164621,434784.0,421561.15625,GNL
638.9734621,620182.9375,349159.46875,KX
51.041572,128976.6640625,555619.8125,MaD
59.732572,57696.9921875,699384.96875,ENCE
63.920572,293044.8125,453072.5625,NAVI
69.203572,246998.21875,393614.5625,SSG
70.328572,309701.34375,397998.625,AAA
71.383572,318502.59375,345578.03125,DNW
71.753572,170277.09375,343436.78125,KX
79.691572,211234.296875,671027.546875,Uniq
79.815572,471760.25,317617.5625,NH
80.550572,345709.15625,524362.59375,BN
80.976572,445535.65625,246112.375,KPI
81.987572,458129.65625,217567.3125,FaZe
89.160572,476978.9375,397098.5,PeRo
89.342572,427212.5,478132.25,GNL
97.923572,544046.875,321959.75,DIG
101.676572,626144.125,208208.0625,GEN
56.8607337,361877.59375,148818.3125,KX
59.7567337,382312.3125,221767.1875,FaZe
70.0607337,559672.6875,200782.5,GEN
71.3207337,359356.625,240675.5,DNW
74.3437337,477119.875,397113.75,PeRo
75.5017337,586871.375,325105.09375,DIG
77.0457337,352751.34375,324409.3125,SSG
78.9977337,446624.28125,349556.28125,AAA
81.3677337,587853.125,451492.21875,ENCE
87.3847337,479617.59375,558748.09375,GNL
96.1947337,442702.375,282428.0,KPI
97.2357337,567692.3125,700663.15625,MaD
98.4127337,662800.75,700395.6484375,Uniq
100.5257337,394546.84375,517782.28125,BN
227.2617337,310889.28125,458205.09375,NAVI
275.4237337,471719.9375,317600.15625,NH
62.0635223,462876.46875,166437.0,FURY
67.1315223,442956.3125,110761.3125,NH
69.0045223,433147.96875,352191.90625,TSM
70.8355223,393647.5,346647.46875,TL
73.6075223,515214.5,359377.21875,MCG
77.4205223,271558.125,391160.15625,BRU
78.5885223,342421.5,416227.8125,17
86.7615223,539508.25,324936.96875,ENCE
91.6685223,141679.15625,528273.96875,GEN
91.8235223,374459.625,514784.375,BN
93.6005223,257032.828125,567146.125,MaD
93.7985223,374571.46875,514836.21875,GBL
186.0265223,698048.5625,350314.0,OATH
464.2535223,583761.625,343901.1875,FaZe
567.6465223,427729.625,491757.34375,VP
48.0347723,114644.71875,623687.140625,GBL
57.0847723,158061.078125,662320.796875,BRU
57.9067723,51945.19140625,719613.171875,ENCE
58.3977723,135065.296875,541245.1875,MaD
62.3337723,150401.1875,457004.25,FaZe
66.5917723,310848.71875,458142.65625,VP
67.6847723,264432.21875,484022.3125,NAVI
75.6097723,396313.25,342374.34375,17
78.0407723,336909.96875,270048.5625,DNW
86.1717723,493279.28125,249729.0,FURY
87.5417723,429364.4375,407456.0,OATH
91.2207723,361930.6875,148869.375,TSM
91.7187723,483622.6875,180798.5,TL
109.8547723,615014.125,196600.0,GEN
136.4847723,372527.6875,540827.625,BN
229.9657723,423745.5625,287691.4375,NH
53.1552861,668103.0625,644122.5,HERO
59.4972861,606167.3125,557140.84375,GNL
59.6462861,493548.65625,631980.015625,ENCE
60.6572861,539179.5,580201.484375,TSM
66.2152861,497831.25,534426.8125,GBL
69.7222861,522899.1875,442007.96875,MCG
74.1082861,515229.03125,359376.53125,SSG
74.9242861,479157.0,403846.375,KPI
76.3012861,677341.6875,526660.53125,BRU
85.7672861,645427.6875,398391.15625,OATH
88.5082861,445626.25,162862.3125,FURY
92.4272861,554025.9375,220732.125,GEN
97.8972861,336076.71875,272403.125,TL
229.7082861,369863.0625,404320.375,17
942.6512861,495201.21875,476544.9375,VP
52.056646,674246.8125,720168.4296875,OATH
61.487646,539244.9375,580247.109375,TSM
66.788646,448580.40625,507514.90625,GBL
68.032646,473872.0625,508066.53125,MCG
69.510646,396958.25,630265.09375,ENCE
76.870646,342385.65625,416255.34375,17
79.795646,271555.4375,391167.90625,GNL
80.002646,272793.625,561500.28125,HERO
83.187646,371489.53125,344103.9375,TL
84.379646,265172.1875,547067.25,GEN
88.078646,433307.8125,352101.375,KPI
92.939646,179811.53125,353434.59375,BRU
104.105646,101623.578125,284153.0625,SSG
106.218646,372817.28125,224238.9375,FURY
1064.929646,458072.40625,432895.59375,DNW
58.6264331,441556.625,163036.1875,FURY
60.2964331,572507.6875,135462.8125,OATH
62.7074331,385534.0625,197600.9375,TSM
63.8904331,514418.96875,195458.25,SSG
72.2324331,339754.625,301003.5625,TL
74.3494331,404713.8125,344401.75,KPI
76.9344331,222353.03125,265812.75,BRU
77.3724331,271575.6875,391077.96875,GNL
85.2094331,377065.71875,435511.71875,17
87.2184331,316663.125,485085.375,GBL
89.7774331,141691.703125,528195.875,GEN
92.0214331,169765.0,594539.28125,HERO
96.4734331,97172.015625,374399.34375,MCG
182.5904331,108225.265625,679472.875,ENCE
183.6014331,408311.21875,472923.125,DNW
58.4306728,518683.84375,176047.3125,GEN
58.6426728,505123.46875,238630.0,KPI
64.7276728,463813.25,278555.6875,FURY
66.1966728,544117.0625,293367.4375,HERO
72.8566728,477046.0625,397151.125,OATH
78.9186728,337009.5,270148.1875,DNW
83.1726728,438170.5625,507119.59375,TSM
83.4996728,394563.40625,517779.5,BRU
83.7056728,293046.0625,453079.625,SSG
87.2086728,559357.6875,407717.71875,ENCE
90.6476728,236984.515625,545490.5,GNL
91.5706728,501906.25,544702.375,GBL
95.6696728,309646.65625,398037.09375,17
104.0676728,463639.59375,633339.546875,TL
230.9446728,310881.09375,458275.875,MCG
58.47417,650822.4375,374820.15625,HERO
63.15817,608374.4375,455192.59375,ENCE
64.21117,641250.625,239964.4375,GEN
66.61417,564081.125,314221.28125,KPI
66.85717,533446.625,446076.8125,OATH
74.43017,503049.3125,407413.5625,DNW
75.08517,518734.21875,337019.8125,FURY
77.19017,438677.4375,428539.21875,17
77.75017,468656.40625,507831.84375,TSM
83.37517,347060.90625,546687.71875,BRU
88.30617,550445.4375,655017.46875,TL
89.67717,346267.5625,496871.09375,MCG
95.43117,288691.5,556704.8125,GNL
116.08517,280744.78125,596709.390625,SSG
200.64317,643695.875,559031.5,GBL
276.11817,310909.625,458174.25,VP
58.0300462,361846.5,148852.0625,KPI
63.9300462,400253.0625,115818.125,HERO
67.2740462,337115.28125,270087.75,DNW
74.1140462,135256.109375,222593.4375,GEN
74.3620462,385205.59375,299811.46875,FURY
76.2930462,247040.703125,393590.4375,SSG
76.9340462,310980.71875,458164.5625,MCG
79.2430462,235511.4375,480878.0,GNL
80.1920462,264414.1875,484086.375,BRU
82.8230462,370643.5,371271.5625,17
90.1640462,360132.34375,450194.125,OATH
90.7110462,340707.96875,597448.53125,TL
99.7540462,308726.40625,758554.3671875,ENCE
99.8810462,126464.6875,584272.96875,GBL
121.0590462,412205.5625,612920.421875,TSM
62.951224,605027.375,451868.0625,ENCE
64.228224,654581.8125,470646.34375,GNL
64.365224,533418.4375,446159.5625,OATH
68.864224,468657.65625,507810.3125,TSM
72.012224,637464.3125,428919.09375,HERO
74.662224,383254.5625,388091.28125,17
82.487224,463905.71875,278529.6875,FURY
85.362224,481346.6875,284945.4375,KPI
86.730224,337022.21875,270008.5,DNW
97.790224,178735.46875,206047.4375,GEN
108.812224,309673.875,397988.71875,SSG
111.329224,371752.21875,512365.0,BRU
204.036224,664726.125,549163.6875,GBL
221.987224,552217.625,678285.84375,TL
765.220224,310836.875,458186.125,MCG
53.448647,141564.84375,232947.1875,GEN
59.770647,170226.65625,343228.25,DNW
66.540647,246961.34375,393614.84375,SSG
68.468647,310837.21875,458138.28125,BRU
70.069647,331228.3125,417267.625,17
74.267647,396308.4375,342333.28125,FURY
74.970647,235577.828125,480838.875,GNL
82.109647,427538.25,539625.21875,TSM
84.444647,438734.90625,428583.3125,OATH
89.108647,509710.25,588872.78125,TL
102.396647,557308.8125,772399.921875,HERO
119.300647,443303.84375,755835.86328125,ENCE
121.557647,646198.0625,565393.109375,GBL
188.839647,662831.5625,700351.6796875,KPI
710.492647,360047.375,450206.34375,MCG
58.9113881,431928.625,711081.2890625,OATH
63.0893881,356272.28125,578524.0,MCG
67.6883881,374397.40625,514812.75,GBL
67.8623881,232928.515625,579886.421875,HERO
72.4943881,380805.625,448294.71875,17
73.4103881,356882.96875,659548.96875,ENCE
73.5093881,453801.9375,567371.9375,TSM
75.4373881,271539.375,391241.0625,GNL
75.8893881,214363.296875,522525.53125,GEN
77.0153881,408346.375,472972.96875,DNW
81.3233881,227939.109375,375597.5625,BRU
81.9803881,352798.28125,352306.03125,TL
83.7743881,184565.546875,669304.546875,VP
86.1013881,404810.875,344421.46875,KPI
